Particle ID,Particle Type,f1 Rough Peak Frequency (kHz)_0p8,f1 Rough Peak Frequency (kHz)_1p0,f1 Rough Peak Frequency (kHz)_3p0,f1 Rough Peak Frequency (kHz)_5p0,f1 Rough Peak Frequency (kHz)_7p0,f2 Rough Peak Frequency (kHz)_0p8,f2 Rough Peak Frequency (kHz)_1p0,f2 Rough Peak Frequency (kHz)_3p0,f2 Rough Peak Frequency (kHz)_5p0,f2 Rough Peak Frequency (kHz)_7p0,f3 Rough Peak Frequency (kHz)_0p8,f3 Rough Peak Frequency (kHz)_1p0,f3 Rough Peak Frequency (kHz)_3p0,f3 Rough Peak Frequency (kHz)_5p0,f3 Rough Peak Frequency (kHz)_7p0,f1 Peak Frequency (Hz)_0p8,f1 Peak Frequency (Hz)_1p0,f1 Peak Frequency (Hz)_3p0,f1 Peak Frequency (Hz)_5p0,f1 Peak Frequency (Hz)_7p0,f2 Peak Frequency (Hz)_0p8,f2 Peak Frequency (Hz)_1p0,f2 Peak Frequency (Hz)_3p0,f2 Peak Frequency (Hz)_5p0,f2 Peak Frequency (Hz)_7p0,f3 Peak Frequency (Hz)_0p8,f3 Peak Frequency (Hz)_1p0,f3 Peak Frequency (Hz)_3p0,f3 Peak Frequency (Hz)_5p0,f3 Peak Frequency (Hz)_7p0,f1 Radius (m)_0p8,f1 Radius (m)_1p0,f1 Radius (m)_3p0,f1 Radius (m)_5p0,f1 Radius (m)_7p0,f2 Radius (m)_0p8,f2 Radius (m)_1p0,f2 Radius (m)_3p0,f2 Radius (m)_5p0,f2 Radius (m)_7p0,f3 Radius (m)_0p8,f3 Radius (m)_1p0,f3 Radius (m)_3p0,f3 Radius (m)_5p0,f3 Radius (m)_7p0,Assumed Density (kg m^-3)_0p8,Assumed Density (kg m^-3)_1p0,Assumed Density (kg m^-3)_3p0,Assumed Density (kg m^-3)_5p0,Assumed Density (kg m^-3)_7p0,f1 Mass (kg)_0p8,f1 Mass (kg)_1p0,f1 Mass (kg)_3p0,f1 Mass (kg)_5p0,f1 Mass (kg)_7p0,f2 Mass (kg)_0p8,f2 Mass (kg)_1p0,f2 Mass (kg)_3p0,f2 Mass (kg)_5p0,f2 Mass (kg)_7p0,f3 Mass (kg)_0p8,f3 Mass (kg)_1p0,f3 Mass (kg)_3p0,f3 Mass (kg)_5p0,f3 Mass (kg)_7p0,f1 Damping (Hz)_0p8,f1 Damping (Hz)_1p0,f1 Damping (Hz)_3p0,f1 Damping (Hz)_5p0,f1 Damping (Hz)_7p0,f2 Damping (Hz)_0p8,f2 Damping (Hz)_1p0,f2 Damping (Hz)_3p0,f2 Damping (Hz)_5p0,f2 Damping (Hz)_7p0,f3 Damping (Hz)_0p8,f3 Damping (Hz)_1p0,f3 Damping (Hz)_3p0,f3 Damping (Hz)_5p0,f3 Damping (Hz)_7p0,f1 A Parameter (V^2 Hz^3)_0p8,f1 A Parameter (V^2 Hz^3)_1p0,f1 A Parameter (V^2 Hz^3)_3p0,f1 A Parameter (V^2 Hz^3)_5p0,f1 A Parameter (V^2 Hz^3)_7p0,f2 A Parameter (V^2 Hz^3)_0p8,f2 A Parameter (V^2 Hz^3)_1p0,f2 A Parameter (V^2 Hz^3)_3p0,f2 A Parameter (V^2 Hz^3)_5p0,f2 A Parameter (V^2 Hz^3)_7p0,f3 A Parameter (V^2 Hz^3)_0p8,f3 A Parameter (V^2 Hz^3)_1p0,f3 A Parameter (V^2 Hz^3)_3p0,f3 A Parameter (V^2 Hz^3)_5p0,f3 A Parameter (V^2 Hz^3)_7p0,f1 Conversion Factor (V m^-1)_0p8,f1 Conversion Factor (V m^-1)_1p0,f1 Conversion Factor (V m^-1)_3p0,f1 Conversion Factor (V m^-1)_5p0,f1 Conversion Factor (V m^-1)_7p0,f2 Conversion Factor (V m^-1)_0p8,f2 Conversion Factor (V m^-1)_1p0,f2 Conversion Factor (V m^-1)_3p0,f2 Conversion Factor (V m^-1)_5p0,f2 Conversion Factor (V m^-1)_7p0,f3 Conversion Factor (V m^-1)_0p8,f3 Conversion Factor (V m^-1)_1p0,f3 Conversion Factor (V m^-1)_3p0,f3 Conversion Factor (V m^-1)_5p0,f3 Conversion Factor (V m^-1)_7p0,Mean Voltage (V)_0p8,Mean Voltage (V)_1p0,Mean Voltage (V)_3p0,Mean Voltage (V)_5p0,Mean Voltage (V)_7p0,Minimum Voltage (V)_0p8,Minimum Voltage (V)_1p0,Minimum Voltage (V)_3p0,Minimum Voltage (V)_5p0,Minimum Voltage (V)_7p0,Maximum Voltage (V)_0p8,Maximum Voltage (V)_1p0,Maximum Voltage (V)_3p0,Maximum Voltage (V)_5p0,Maximum Voltage (V)_7p0,f1 Signal_0p8,f1 Signal_1p0,f1 Signal_3p0,f1 Signal_5p0,f1 Signal_7p0,f2 Signal_0p8,f2 Signal_1p0,f2 Signal_3p0,f2 Signal_5p0,f2 Signal_7p0,f3 Signal_0p8,f3 Signal_1p0,f3 Signal_3p0,f3 Signal_5p0,f3 Signal_7p0,Noise Floor_0p8,Noise Floor_1p0,Noise Floor_3p0,Noise Floor_5p0,Noise Floor_7p0,f1 Signal-to-noise Value_0p8,f1 Signal-to-noise Value_1p0,f1 Signal-to-noise Value_3p0,f1 Signal-to-noise Value_5p0,f1 Signal-to-noise Value_7p0,f2 Signal-to-noise Value_0p8,f2 Signal-to-noise Value_1p0,f2 Signal-to-noise Value_3p0,f2 Signal-to-noise Value_5p0,f2 Signal-to-noise Value_7p0,f3 Signal-to-noise Value_0p8,f3 Signal-to-noise Value_1p0,f3 Signal-to-noise Value_3p0,f3 Signal-to-noise Value_5p0,f3 Signal-to-noise Value_7p0
20250922_Particle6,20T/5A 1000uM ZnCl2 SiNP,89.9,89.9,88.8,88.3,88.3,141.7,141.7,138.9,138.9,138.9,173.8,173.8,170.0,169.5,170.0,89880.0,90001.0,88282.0,88251.0,88293.0,141445.0,141544.0,138933.0,138969.0,138981.0,173575.0,173740.0,169797.0,169765.0,169808.0,1.89e-07,1.92e-07,9.15e-08,9.01e-08,8.84e-08,1.42e-07,1.57e-07,6.75e-08,6.35e-08,6.03e-08,1.35e-07,1.79e-07,1.024e-07,1.006e-07,9.42e-08,1800,1800,1800,1800,1800,5.1e-17,5.4e-17,5.8e-18,5.5e-18,5.21e-18,2.2e-17,2.9e-17,2.32e-18,1.93e-18,1.65e-18,1.9e-17,4.4e-17,8.1e-18,7.7e-18,6.3e-18,640.0,790.0,4950.0,8380.0,11960.0,850.0,960.0,6710.0,11890.0,17530.0,900.0,840.0,4420.0,7510.0,11220.0,129200000.0,159500000.0,1630000000.0,2670000000.0,3810000000.0,23500000.0,30100000.0,206300000.0,417000000.0,685000000.0,1068000000.0,1355000000.0,9390000000.0,15860000000.0,23310000000.0,35000.0,36000.0,15100.0,14600.0,14100.0,8500.0,10500.0,2930.0,2860.0,2790.0,52000.0,92000.0,46000.0,44200.0,39800.0,0.1119944155216217,0.1120909750461578,0.1114552989602088,0.1120015010237693,0.1124801784753799,0.10501568,0.1055406332015991,0.1028386801481247,0.1027614921331405,0.1036724299192428,0.1186643987894058,0.1199458986520767,0.1198223829269409,0.1199613362550735,0.1211038827896118,6.71054e-10,5.385344e-10,2.7203548e-10,1.421201e-10,7.516341e-11,3.3513994e-11,2.284248e-11,4.4112873e-12,5.7853717e-12,3.1190296e-12,4.623165e-10,9.664614e-10,4.2525328e-10,2.4532976e-10,1.7734253e-10,2.0611753e-13,2.0622672e-13,2.0544262e-13,2.0604517e-13,2.0703041e-13,3255.6863,2611.3706,1324.1433,689.75214,363.05493,162.59653,110.763916,21.472113,28.078173,15.065562,2242.975,4686.4023,2069.937,1190.66,856.6014
20250922_Particle60,20T/5A 1000uM ZnCl2 SiNP,89.4,89.4,86.6,86.6,87.2,138.4,138.4,133.5,133.5,133.5,170.6,171.1,163.5,164.0,164.0,89263.0,89415.0,86712.0,86822.0,86764.0,138440.0,138430.0,133390.0,133500.0,133820.0,170735.0,170765.0,163640.0,163723.0,163727.0,1.58e-07,1.91e-07,1.43e-07,1.298e-07,1.242e-07,8.9e-09,1.01e-08,1.92e-08,2.45e-08,2.53e-08,1.46e-07,1.62e-07,1.52e-07,1.298e-07,1.258e-07,1800,1800,1800,1800,1800,3e-17,5.3e-17,2.18e-17,1.65e-17,1.44e-17,5.4e-21,7.8e-21,5.3e-20,1.11e-19,1.22e-19,2.4e-17,3.2e-17,2.67e-17,1.65e-17,1.5e-17,760.0,790.0,3180.0,5820.0,8520.0,13500.0,15000.0,23600.0,30800.0,41800.0,830.0,940.0,2970.0,5820.0,8410.0,114900000.0,142500000.0,678000000.0,1156000000.0,1620000000.0,63100000.0,70800000.0,240000000.0,509000000.0,1040000000.0,1784000000.0,2140000000.0,17220000000.0,31800000000.0,46200000000.0,23000.0,34000.0,23700.0,19900.0,18200.0,55.0,67.0,256.0,470.0,600.0,78000.0,94000.0,137000.0,104000.0,100000.0,0.152114451,0.1519555896520614,0.187976137,0.1894473135471344,0.1903433054685592,0.1442171484231948,0.1440009921789169,0.1782308518886566,0.1797439455986023,0.1811335235834121,0.1590392738580703,0.1591473519802093,0.1979010701179504,0.1985186487436294,0.1994296014308929,2.1990713e-10,4.6533832e-10,2.1893366e-10,1.0503807e-10,6.402543e-11,8.7473934e-12,1.1763366e-11,1.955729e-12,1.7603523e-12,8.709079e-13,2.1051825e-09,1.4051471e-09,1.864755e-09,6.827639e-10,5.141904e-10,2.1135379e-13,2.114434e-13,2.2034299e-13,2.2264524e-13,2.2386506e-13,1040.4694,2200.7703,993.60394,471.77325,286.0001,41.387447,55.63364,8.875839,7.9065347,3.8903253,9960.467,6645.5,8462.965,3066.6,2296.8765
20250922_Particle61,20T/5A 1000uM ZnCl2 SiNP,89.4,89.4,85.5,85.5,85.5,136.2,136.2,131.9,131.3,131.9,168.9,168.9,161.3,161.3,161.3,89348.0,89407.0,85687.0,85608.0,85485.0,136460.0,136340.0,131810.0,131673.0,131910.0,168906.0,168856.0,161372.0,161216.0,161090.0,2.69e-07,1.84e-07,1.41e-07,1.242e-07,1.059e-07,3.14e-09,4.5e-09,2.79e-08,7.01e-08,3.56e-08,2.57e-07,2.31e-07,1.47e-07,1.37e-07,1.207e-07,1800,1800,1800,1800,1800,1.46e-16,4.7e-17,2.09e-17,1.44e-17,8.9e-18,2.3000000000000003e-22,6.800000000000002e-22,1.64e-19,2.59e-18,3.4e-19,1.28e-16,9.3e-17,2.4e-17,1.94e-17,1.33e-17,450.0,820.0,3220.0,6080.0,9990.0,38500.0,33600.0,16200.0,10780.0,29700.0,470.0,650.0,3080.0,5510.0,8760.0,25200000.0,45800000.0,870000000.0,1545000000.0,2448000000.0,164000000.0,142000000.0,238000000.0,172000000.0,764000000.0,2867000000.0,3460000000.0,17650000000.0,29890000000.0,45000000000.0,31000.0,18000.0,26100.0,21000.0,16300.0,11.0,19.0,540.0,2230.0,1030.0,310000.0,240000.0,129000.0,113000.0,91000.0,0.2303812503814697,0.2302370220422744,0.1958406269550323,0.1960956007242202,0.1962733715772628,0.2222495079040527,0.2213076949119568,0.1815349608659744,0.181565836,0.1821371018886566,0.2385229766368866,0.2394339144229889,0.207658976,0.2086471170186996,0.2086625546216964,3.8242076e-10,8.265264e-11,2.1938605e-10,1.4846405e-10,1.0660286e-10,1.4742187e-13,7.8367694e-13,5.3879926e-12,2.916774e-12,2.199815e-12,7.887541e-09,3.5013519e-09,1.2121635e-09,8.114669e-10,7.2156725e-10,2.1266788e-13,2.1256777e-13,2.2607866e-13,2.259619e-13,2.256689e-13,1798.2064,388.8296,970.397,657.0313,472.38614,0.6932023,3.6867158,23.83238,12.908257,9.747975,37088.54,16471.697,5361.689,3591.167,3197.4597
20250922_Particle7,20T/5A 1000uM ZnCl2 SiNP,88.8,88.8,88.8,89.4,88.8,142.8,142.8,142.2,142.2,142.8,174.4,174.4,173.8,173.8,173.8,88979.0,89009.0,88883.0,88939.0,89045.0,142732.0,142723.0,142129.0,142173.0,142357.0,174455.0,174427.0,173527.0,173636.0,173832.0,1.81e-07,1.53e-07,9.28e-08,9.09e-08,8.47e-08,1.41e-07,1.2e-07,8.07e-08,7.37e-08,6.79e-08,1.2e-07,1.33e-07,8.9e-08,8.67e-08,8.7e-08,1800,1800,1800,1800,1800,4.5e-17,2.7e-17,6e-18,5.66e-18,4.59e-18,2.12e-17,1.3e-17,3.97e-18,3.02e-18,2.36e-18,1.31e-17,1.78e-17,5.3e-18,4.91e-18,4.96e-18,670.0,990.0,4880.0,8310.0,12480.0,860.0,1260.0,5610.0,10250.0,15580.0,1010.0,1130.0,5090.0,8710.0,12160.0,81600000.0,105600000.0,834000000.0,1394000000.0,2073000000.0,23900000.0,32500000.0,211400000.0,393000000.0,573000000.0,451000000.0,533000000.0,4040000000.0,6980000000.0,9700000000.0,26000.0,18600.0,11100.0,10700.0,9600.0,8400.0,6400.0,4250.0,3740.0,3230.0,27000.0,32000.0,22600.0,21800.0,21900.0,0.071309775,0.071238272,0.07375925,0.074105062,0.07420814,0.065613508,0.065227509,0.067466289,0.06765154,0.067991227,0.077486664,0.076961696,0.079571009,0.080451071,0.079895258,4.4995543e-10,3.037787e-10,1.0019122e-10,6.034946e-11,3.8079453e-11,3.6898914e-11,1.5436472e-11,1.4485892e-11,4.0325182e-12,2.5342397e-12,2.068793e-10,3.3029066e-10,1.4991983e-10,4.2792363e-11,3.9497267e-11,1.9869969e-13,1.9842179e-13,1.9717038e-13,1.9763286e-13,1.9719838e-13,2264.5,1530.9745,508.14542,305.36148,193.10226,185.70192,77.79625,73.4689,20.404089,12.85122,1041.1658,1664.5886,760.35675,216.52454,200.29205
20250922_Particle8,20T/5A 1000uM ZnCl2 SiNP,85.0,85.0,84.5,84.5,84.5,125.9,125.9,125.3,125.3,125.3,154.8,154.8,154.2,153.7,153.7,84761.0,85019.0,84420.0,84293.0,84288.0,125802.0,125704.0,125395.0,125331.0,125240.0,154435.0,154479.0,153956.0,153857.0,153789.0,2.43e-07,2.19e-07,3.01e-07,2.76e-07,2.9e-07,2.1e-08,3.19e-08,1.39e-07,2.22e-07,2.05e-07,1.68e-07,2.01e-07,3.33e-07,2.73e-07,2.68e-07,1800,1800,1800,1800,1800,1.08e-16,7.9e-17,2.05e-16,1.58e-16,1.85e-16,7e-20,2.4e-19,2e-17,8.2e-17,6.5e-17,3.6e-17,6.1e-17,2.79e-16,1.53e-16,1.46e-16,500.0,690.0,1510.0,2740.0,3640.0,5700.0,4740.0,3270.0,3410.0,5150.0,720.0,750.0,1360.0,2770.0,3940.0,2309000000.0,2660000000.0,6540000000.0,11100000000.0,16090000000.0,337000000.0,337000000.0,359000000.0,394000000.0,625000000.0,10850000000.0,12500000000.0,31310000000.0,56100000000.0,80800000000.0,250000.0,190000.0,330000.0,279000.0,314000.0,700.0,1450.0,16300.0,34000.0,30900.0,250000.0,350000.0,880000.0,610000.0,600000.0,0.6648705005645752,0.6642922163009644,0.6581940054893494,0.6571678519248962,0.6568533778190613,0.6438002586364746,0.6439855694770813,0.6374545693397522,0.6393845081329346,0.6359415054321289,0.6858117580413818,0.68534863,0.677381694,0.676625133,0.6773353815078735,2.6443812e-08,8.865949e-09,9.2677785e-09,5.3853126e-09,6.763536e-09,3.0580227e-10,5.7795657e-10,8.512947e-11,6.811121e-11,3.2692786e-11,1.0412957e-08,1.9944155e-08,1.3938717e-08,8.636844e-09,4.012636e-09,2.5200323e-13,2.5160524e-13,2.5273503e-13,2.517417e-13,2.5159093e-13,104934.42,35237.535,36669.94,21392.217,26883.068,1213.4856,2297.077,336.8329,270.5599,129.94421,41320.727,79267.64,55151.504,34308.36,15949.049
20250922_Particle9,20T/5A 1000uM ZnCl2 SiNP,88.8,88.8,88.8,88.8,89.4,142.8,142.8,141.7,142.2,142.2,174.4,174.4,173.3,173.3,173.8,88960.0,88877.0,88748.0,88926.0,89068.0,142671.0,142655.0,142014.0,142306.0,142463.0,174333.0,174307.0,173090.0,173384.0,173529.0,1.63e-07,1.45e-07,1.021e-07,9.11e-08,8.59e-08,1.23e-07,1.24e-07,7.4e-08,7.09e-08,6.79e-08,1.18e-07,1.3e-07,1.066e-07,9.1e-08,8.83e-08,1800,1800,1800,1800,1800,3.3e-17,2.3e-17,8e-18,5.71e-18,4.78e-18,1.39e-17,1.42e-17,3.06e-18,2.69e-18,2.36e-18,1.23e-17,1.66e-17,9.1e-18,5.68e-18,5.18e-18,740.0,1040.0,4440.0,8290.0,12310.0,980.0,1220.0,6120.0,10650.0,15580.0,1030.0,1160.0,4250.0,8300.0,11980.0,81700000.0,100400000.0,844000000.0,1546000000.0,2254000000.0,17800000.0,23700000.0,191500000.0,337000000.0,528000000.0,417000000.0,492000000.0,3700000000.0,7050000000.0,10370000000.0,21000.0,16300.0,13600.0,11300.0,10300.0,5500.0,5800.0,3400.0,3200.0,3110.0,25000.0,29000.0,31000.0,24100.0,23300.0,0.069283202,0.069153078,0.07515651,0.075659804,0.076036915,0.062741727,0.063112289,0.068747759,0.069396228,0.069874883,0.074923664,0.07463032,0.081362039,0.081423789,0.082180321,4.9928606e-10,1.060836e-10,1.5336238e-10,9.5637345e-11,4.9572697e-11,1.4962434e-11,1.8030126e-11,7.732775e-12,4.6908055e-12,2.776136e-12,2.522141e-10,1.951208e-10,1.8833429e-10,6.691708e-11,8.706319e-11,2.0002117e-13,2.0035056e-13,1.9686625e-13,1.9665096e-13,1.9697911e-13,2496.166,529.4899,779.0181,486.3304,251.66473,74.80425,89.99289,39.279335,23.853458,14.093555,1260.9371,973.8969,956.6612,340.28354,441.992
20250923_Particle10,20A/5T 1000uM ZnCl2 SiNP,89.4,89.4,89.4,87.7,87.2,140.0,140.0,140.0,137.3,136.8,171.6,172.2,171.6,167.3,167.3,89377.0,89419.0,89344.0,87504.0,87502.0,140055.0,140072.0,139810.0,137014.0,137070.0,171871.0,171886.0,171600.0,167436.0,167334.0,7e-08,8.7e-08,2.14e-07,1.019e-07,9.68e-08,1.2e-07,1.11e-07,1.76e-07,4.56e-08,3.26e-08,1.56e-07,1.56e-07,2.33e-07,1.068e-07,1.039e-07,1800,1800,1800,1800,1800,2.6e-18,4.9e-18,7.4e-17,8e-18,6.8e-18,1.31e-17,1.02e-17,4.1e-17,7.1e-19,2.61e-19,2.9e-17,2.9e-17,9.6e-17,9.2e-18,8.5e-18,1720.0,1750.0,2110.0,7410.0,10930.0,1010.0,1360.0,2570.0,16600.0,32500.0,770.0,970.0,1940.0,7070.0,10170.0,199000000.0,219000000.0,412000000.0,2400000000.0,3310000000.0,30400000.0,36500000.0,78300000.0,307000000.0,905000000.0,1672000000.0,2090000000.0,5880000000.0,24060000000.0,33700000000.0,6000.0,8600.0,42000.0,17700.0,15800.0,6900.0,5700.0,12300.0,1260.0,940.0,87000.0,86000.0,187000.0,61000.0,58000.0,0.1404140740633011,0.1403699815273285,0.1396186500787735,0.1361195743083953,0.1368266493082046,0.1326064765453338,0.1317572891712188,0.1319271177053451,0.1234043985605239,0.1234043985605239,0.1472433358430862,0.1472896486520767,0.1463478207588195,0.1447884142398834,0.1454214453697204,1.3554113e-10,1.6509745e-10,3.151405e-10,1.2555822e-10,9.6808096e-11,3.4319325e-11,2.138841e-11,1.8580708e-11,2.708391e-12,1.9025888e-12,1.5060776e-09,9.261684e-10,1.3887441e-09,2.7796587e-10,2.8214925e-10,2.2123431e-13,2.216078e-13,2.2220627e-13,2.2551634e-13,2.2488245e-13,612.65875,744.9984,1418.234,556.75885,430.48312,155.12659,96.5147,83.61919,12.009733,8.46037,6807.6133,4179.3135,6249.797,1232.5753,1254.6521
20250923_Particle11,20A/5T 1000uM ZnCl2 SiNP,89.4,89.9,87.2,87.2,87.2,138.9,138.9,134.6,134.6,134.6,171.1,171.1,164.6,164.6,164.6,89515.0,89624.0,87018.0,87022.0,86954.0,138710.0,138789.0,134739.0,134662.0,134743.0,170973.0,171025.0,164804.0,164749.0,164617.0,2.22e-07,1.9e-07,1.226e-07,1.172e-07,1.188e-07,2.13e-08,1.48e-07,8.25e-08,7.06e-08,4.34e-08,2.3e-07,2.37e-07,1.295e-07,1.18e-07,1.204e-07,1800,1800,1800,1800,1800,8.2e-17,5.2e-17,1.39e-17,1.21e-17,1.26e-17,7.3e-20,2.5e-17,4.2e-18,2.65e-18,6.1e-19,9.2e-17,1.01e-16,1.64e-17,1.24e-17,1.31e-17,545.0,800.0,3700.0,6450.0,8900.0,5700.0,1020.0,5490.0,10700.0,24400.0,525.0,640.0,3500.0,6400.0,8790.0,67200000.0,89500000.0,739000000.0,1212000000.0,1570000000.0,52300000.0,17500000.0,85100000.0,207000000.0,617000000.0,1614000000.0,2066000000.0,13630000000.0,24650000000.0,33500000000.0,35000.0,27000.0,18300.0,16600.0,16400.0,280.0,7100.0,2810.0,2490.0,1370.0,180000.0,200000.0,88000.0,76000.0,78000.0,0.1652025729417801,0.16497457,0.1649252474308014,0.1658218950033188,0.1662939637899398,0.1577268987894058,0.1573409140110016,0.1539441645145416,0.1549786329269409,0.1555035859346389,0.1716998517513275,0.1722093671560287,0.1732592582702636,0.1739849299192428,0.174926758,3.933429e-10,2.8120778e-10,2.1108897e-10,7.298624e-11,4.8187076e-11,2.6480639e-11,2.5624695e-11,5.0505737e-12,4.4991033e-12,2.2964456e-12,3.165998e-09,3.3958585e-09,1.0304562e-09,6.2882244e-10,4.0529158e-10,1.9345764e-13,1.9336219e-13,1.9344083e-13,1.9239386e-13,1.9199632e-13,2033.2251,1454.3059,1091.2328,379.3585,250.97916,136.88081,132.52174,26.10914,23.38486,11.960883,16365.329,17562.164,5326.984,3268.4124,2110.934
20250923_Particle14,20A/5T 1000uM ZnCl2 SiNP,88.8,88.8,88.8,88.8,88.8,141.7,141.7,141.7,141.1,140.6,173.3,173.3,172.7,172.2,171.6,88833.0,88882.0,88747.0,88508.0,88576.0,141750.0,141741.0,141567.0,140850.0,140853.0,173210.0,173196.0,172984.0,172063.0,172090.0,1.62e-07,1.98e-07,1.84e-07,8.81e-08,8.27e-08,1.23e-07,1.61e-07,1.47e-07,6.36e-08,6.06e-08,1.09e-07,1.58e-07,1.97e-07,9.49e-08,9.09e-08,1800,1800,1800,1800,1800,3.2e-17,5.9e-17,4.7e-17,5.15e-18,4.27e-18,1.4e-17,3.2e-17,2.4e-17,1.94e-18,1.68e-18,9.8e-18,3e-17,5.7e-17,6.4e-18,5.66e-18,750.0,763.0,2470.0,8570.0,12780.0,980.0,940.0,3080.0,11880.0,17460.0,1110.0,960.0,2300.0,7960.0,11630.0,93500000.0,107400000.0,316800000.0,2044000000.0,2740000000.0,19800000.0,18300000.0,65400000.0,367000000.0,557000000.0,585000000.0,661000000.0,1894000000.0,10950000000.0,15580000000.0,22000.0,32000.0,26900.0,12200.0,10500.0,5800.0,8600.0,7800.0,2690.0,2540.0,25000.0,50000.0,76000.0,32700.0,30300.0,0.079975247,0.079952419,0.079440102,0.087628148,0.088062063,0.073317945,0.07334882,0.073703915,0.079462945,0.080065101,0.085978508,0.085546196,0.085330039,0.094207883,0.09457843,3.9037718e-10,4.0199788e-10,2.0517352e-10,7.951793e-11,7.9001916e-11,1.2791975e-11,1.8624147e-11,1.0820218e-11,4.9752216e-12,1.941271e-12,2.1901089e-10,4.6646353e-10,2.439371e-10,1.4110581e-10,9.741515e-11,1.9533066e-13,1.9556135e-13,1.9535557e-13,2.002006e-13,2.004612e-13,1998.5453,2055.61,1050.2568,397.19125,394.10077,65.48882,95.23429,55.387302,24.851183,9.684023,1121.2314,2385.2542,1248.6825,704.8221,485.95514
20250923_Particle15,20A/5T 1000uM ZnCl2 SiNP,88.3,88.3,88.3,88.3,88.3,143.3,142.8,145.5,145.5,146.0,173.8,173.8,174.4,174.4,174.4,88225.0,88254.0,88589.0,88713.0,88859.0,142951.0,142999.0,145477.0,145662.0,145895.0,173789.0,173836.0,174363.0,174590.0,174721.0,1.21e-07,1.23e-07,6.83e-08,6.83e-08,6.44e-08,3.18e-08,4.23e-08,2.69e-08,3.65e-08,3.97e-08,7.5e-08,8.6e-08,7.32e-08,7.68e-08,7.36e-08,1800,1800,1800,1800,1800,1.34e-17,1.39e-17,2.4e-18,2.41e-18,2.01e-18,2.42e-19,5.7e-19,1.46e-19,3.67e-19,4.72e-19,3.2e-18,4.8e-18,2.96e-18,3.42e-18,3e-18,1000.0,1230.0,6630.0,11050.0,16430.0,3800.0,3570.0,16870.0,20700.0,26600.0,1610.0,1760.0,6190.0,9830.0,14370.0,98500000.0,112400000.0,830000000.0,1361000000.0,2021000000.0,57300000.0,56900000.0,442000000.0,541000000.0,741000000.0,462000000.0,479000000.0,3050000000.0,4950000000.0,7070000000.0,12600.0,12400.0,6000.0,6000.0,5460.0,660.0,1050.0,680.0,1080.0,1260.0,10500.0,12500.0,13300.0,14400.0,13300.0,0.061001383,0.061041582,0.062860325,0.06304124,0.063253827,0.055469602,0.055253446,0.056025445,0.05644232,0.056843758,0.066617101,0.066802382,0.068732321,0.068716884,0.06944257,1.7670343e-10,1.9591039e-10,6.7731244e-11,2.8804736e-11,1.4773767e-11,2.1537845e-12,6.689003e-12,2.3074437e-12,2.023404e-12,1.213507e-12,8.130856e-11,6.151299e-11,5.160747e-11,3.8331227e-11,2.044892e-11,2.0793705e-13,2.0818468e-13,2.057225e-13,2.0556956e-13,2.0495218e-13,849.7929,941.0413,329.23596,140.12161,72.08397,10.357868,32.130142,11.216292,9.8429165,5.9209275,391.02487,295.47318,250.85962,186.46355,99.7741
20250923_Particle16,20A/5T 1000uM ZnCl2 SiNP,87.7,87.7,82.8,82.8,82.8,130.8,130.8,125.9,125.9,125.9,162.4,162.4,153.7,153.7,153.1,87664.0,87870.0,82792.0,82742.0,82614.0,130951.0,130890.0,125942.0,125914.0,125956.0,162401.0,162403.0,153761.0,153633.0,153483.0,2.29e-07,2.14e-07,1.12e-07,1.008e-07,8.75e-08,2.6e-08,1.94e-07,7.72e-08,5.29e-08,5.54e-08,1.65e-07,1.91e-07,1.53e-07,1.428e-07,1.311e-07,1800,1800,1800,1800,1800,9.1e-17,7.4e-17,1.07e-17,7.7e-18,5e-18,1.32e-19,5.5e-17,3.5e-18,1.12e-18,1.28e-18,3.4e-17,5.2e-17,2.7e-17,2.19e-17,1.7e-17,530.0,710.0,4040.0,7490.0,12090.0,4700.0,780.0,5870.0,14300.0,19100.0,730.0,790.0,2960.0,5290.0,8060.0,516000000.0,548000000.0,226000000.0,444000000.0,693000000.0,139000000.0,49300000.0,170000000.0,547000000.0,937000000.0,6500000000.0,7710000000.0,18080000000.0,31630000000.0,47300000000.0,104000.0,83000.0,8500.0,7400.0,5900.0,690.0,21000.0,3500.0,2270.0,2760.0,190000.0,250000.0,141000.0,126000.0,110000.0,0.4535292983055115,0.4534679055213928,0.2955682873725891,0.2955465316772461,0.2959266602993011,0.4409995079040527,0.4403047263622284,0.2801021635532379,0.2809358835220337,0.2818931639194488,0.4665676951408386,0.466444194,0.3156135082244873,0.3158296644687652,0.3141004145145416,4.0579455e-09,1.4037597e-09,8.088955e-11,4.280738e-11,1.7860045e-11,7.8226196e-11,1.4825793e-10,9.622623e-12,1.11225005e-11,6.7748086e-12,4.263239e-09,5.115427e-09,1.443473e-09,1.123045e-09,5.651226e-10,2.3465876e-13,2.3456787e-13,2.0782852e-13,2.0791318e-13,2.0793732e-13,17292.965,5984.4497,389.21295,205.89064,85.89149,333.3615,632.04706,46.30078,53.495888,32.581013,18167.824,21807.877,6945.5,5401.5093,2717.7546
