Particle ID,Particle Type,f1 Rough Peak Frequency (kHz)_0p8,f1 Rough Peak Frequency (kHz)_1p0,f1 Rough Peak Frequency (kHz)_3p0,f1 Rough Peak Frequency (kHz)_5p0,f1 Rough Peak Frequency (kHz)_7p0,f2 Rough Peak Frequency (kHz)_0p8,f2 Rough Peak Frequency (kHz)_1p0,f2 Rough Peak Frequency (kHz)_3p0,f2 Rough Peak Frequency (kHz)_5p0,f2 Rough Peak Frequency (kHz)_7p0,f3 Rough Peak Frequency (kHz)_0p8,f3 Rough Peak Frequency (kHz)_1p0,f3 Rough Peak Frequency (kHz)_3p0,f3 Rough Peak Frequency (kHz)_5p0,f3 Rough Peak Frequency (kHz)_7p0,f1 Peak Frequency (Hz)_0p8,f1 Peak Frequency (Hz)_1p0,f1 Peak Frequency (Hz)_3p0,f1 Peak Frequency (Hz)_5p0,f1 Peak Frequency (Hz)_7p0,f2 Peak Frequency (Hz)_0p8,f2 Peak Frequency (Hz)_1p0,f2 Peak Frequency (Hz)_3p0,f2 Peak Frequency (Hz)_5p0,f2 Peak Frequency (Hz)_7p0,f3 Peak Frequency (Hz)_0p8,f3 Peak Frequency (Hz)_1p0,f3 Peak Frequency (Hz)_3p0,f3 Peak Frequency (Hz)_5p0,f3 Peak Frequency (Hz)_7p0,f1 Radius (m)_0p8,f1 Radius (m)_1p0,f1 Radius (m)_3p0,f1 Radius (m)_5p0,f1 Radius (m)_7p0,f2 Radius (m)_0p8,f2 Radius (m)_1p0,f2 Radius (m)_3p0,f2 Radius (m)_5p0,f2 Radius (m)_7p0,f3 Radius (m)_0p8,f3 Radius (m)_1p0,f3 Radius (m)_3p0,f3 Radius (m)_5p0,f3 Radius (m)_7p0,Assumed Density (kg m^-3)_0p8,Assumed Density (kg m^-3)_1p0,Assumed Density (kg m^-3)_3p0,Assumed Density (kg m^-3)_5p0,Assumed Density (kg m^-3)_7p0,f1 Mass (kg)_0p8,f1 Mass (kg)_1p0,f1 Mass (kg)_3p0,f1 Mass (kg)_5p0,f1 Mass (kg)_7p0,f2 Mass (kg)_0p8,f2 Mass (kg)_1p0,f2 Mass (kg)_3p0,f2 Mass (kg)_5p0,f2 Mass (kg)_7p0,f3 Mass (kg)_0p8,f3 Mass (kg)_1p0,f3 Mass (kg)_3p0,f3 Mass (kg)_5p0,f3 Mass (kg)_7p0,f1 Damping (Hz)_0p8,f1 Damping (Hz)_1p0,f1 Damping (Hz)_3p0,f1 Damping (Hz)_5p0,f1 Damping (Hz)_7p0,f2 Damping (Hz)_0p8,f2 Damping (Hz)_1p0,f2 Damping (Hz)_3p0,f2 Damping (Hz)_5p0,f2 Damping (Hz)_7p0,f3 Damping (Hz)_0p8,f3 Damping (Hz)_1p0,f3 Damping (Hz)_3p0,f3 Damping (Hz)_5p0,f3 Damping (Hz)_7p0,f1 A Parameter (V^2 Hz^3)_0p8,f1 A Parameter (V^2 Hz^3)_1p0,f1 A Parameter (V^2 Hz^3)_3p0,f1 A Parameter (V^2 Hz^3)_5p0,f1 A Parameter (V^2 Hz^3)_7p0,f2 A Parameter (V^2 Hz^3)_0p8,f2 A Parameter (V^2 Hz^3)_1p0,f2 A Parameter (V^2 Hz^3)_3p0,f2 A Parameter (V^2 Hz^3)_5p0,f2 A Parameter (V^2 Hz^3)_7p0,f3 A Parameter (V^2 Hz^3)_0p8,f3 A Parameter (V^2 Hz^3)_1p0,f3 A Parameter (V^2 Hz^3)_3p0,f3 A Parameter (V^2 Hz^3)_5p0,f3 A Parameter (V^2 Hz^3)_7p0,f1 Conversion Factor (V m^-1)_0p8,f1 Conversion Factor (V m^-1)_1p0,f1 Conversion Factor (V m^-1)_3p0,f1 Conversion Factor (V m^-1)_5p0,f1 Conversion Factor (V m^-1)_7p0,f2 Conversion Factor (V m^-1)_0p8,f2 Conversion Factor (V m^-1)_1p0,f2 Conversion Factor (V m^-1)_3p0,f2 Conversion Factor (V m^-1)_5p0,f2 Conversion Factor (V m^-1)_7p0,f3 Conversion Factor (V m^-1)_0p8,f3 Conversion Factor (V m^-1)_1p0,f3 Conversion Factor (V m^-1)_3p0,f3 Conversion Factor (V m^-1)_5p0,f3 Conversion Factor (V m^-1)_7p0,Mean Voltage (V)_0p8,Mean Voltage (V)_1p0,Mean Voltage (V)_3p0,Mean Voltage (V)_5p0,Mean Voltage (V)_7p0,Minimum Voltage (V)_0p8,Minimum Voltage (V)_1p0,Minimum Voltage (V)_3p0,Minimum Voltage (V)_5p0,Minimum Voltage (V)_7p0,Maximum Voltage (V)_0p8,Maximum Voltage (V)_1p0,Maximum Voltage (V)_3p0,Maximum Voltage (V)_5p0,Maximum Voltage (V)_7p0,f1 Signal_0p8,f1 Signal_1p0,f1 Signal_3p0,f1 Signal_5p0,f1 Signal_7p0,f2 Signal_0p8,f2 Signal_1p0,f2 Signal_3p0,f2 Signal_5p0,f2 Signal_7p0,f3 Signal_0p8,f3 Signal_1p0,f3 Signal_3p0,f3 Signal_5p0,f3 Signal_7p0,Noise Floor_0p8,Noise Floor_1p0,Noise Floor_3p0,Noise Floor_5p0,Noise Floor_7p0,f1 Signal-to-noise Value_0p8,f1 Signal-to-noise Value_1p0,f1 Signal-to-noise Value_3p0,f1 Signal-to-noise Value_5p0,f1 Signal-to-noise Value_7p0,f2 Signal-to-noise Value_0p8,f2 Signal-to-noise Value_1p0,f2 Signal-to-noise Value_3p0,f2 Signal-to-noise Value_5p0,f2 Signal-to-noise Value_7p0,f3 Signal-to-noise Value_0p8,f3 Signal-to-noise Value_1p0,f3 Signal-to-noise Value_3p0,f3 Signal-to-noise Value_5p0,f3 Signal-to-noise Value_7p0
20250908_Particle20,Standard SiNP,92.1,92.1,92.1,92.1,92.1,146.0,146.0,146.0,146.0,146.0,179.8,179.8,179.8,179.8,179.8,91813.0,91835.0,92094.0,92120.0,92085.0,145704.0,145784.0,146090.0,146109.0,146089.0,179671.0,179808.0,179608.0,179591.0,179520.0,1.62e-07,1.7e-07,1.027e-07,9.67e-08,8.4e-08,1.13e-07,1.36e-07,7.79e-08,7.2e-08,6.53e-08,1.15e-07,1.27e-07,1.028e-07,9.34e-08,8.35e-08,1800,1800,1800,1800,1800,3.2e-17,3.7e-17,8.2e-18,6.8e-18,4.46e-18,1.1e-17,1.88e-17,3.57e-18,2.81e-18,2.1e-18,1.14e-17,1.53e-17,8.2e-18,6.1e-18,4.39e-18,750.0,890.0,4410.0,7810.0,12600.0,1070.0,1110.0,5810.0,10490.0,16190.0,1050.0,1190.0,4410.0,8090.0,12660.0,339000000.0,407000000.0,2602000000.0,4500000000.0,6830000000.0,29000000.0,30300000.0,201100000.0,371000000.0,620000000.0,692000000.0,766000000.0,4880000000.0,8510000000.0,13300000000.0,42000.0,45000.0,24100.0,21800.0,17100.0,6000.0,7900.0,3860.0,3470.0,3120.0,30000.0,34000.0,33100.0,27900.0,23600.0,0.082289822,0.082446814,0.08308199,0.083315127,0.08339376,0.075680196,0.076189727,0.076483071,0.076436758,0.076313227,0.088834852,0.089189976,0.090178102,0.090486914,0.09019354,8.274201e-10,1.3090017e-09,4.6269777e-10,2.2580901e-10,1.238263e-10,2.7711892e-11,2.4244926e-11,6.150849e-12,5.0892277e-12,3.3528703e-12,2.8184796e-10,3.2953884e-10,2.0836306e-10,1.1141642e-10,6.850826e-11,2.0368837e-13,2.0323161e-13,2.0398326e-13,2.0415305e-13,2.044056e-13,4062.186,6440.9355,2268.3125,1106.0771,605.78723,136.05043,119.29702,30.153694,24.928492,16.403027,1383.7214,1621.494,1021.4714,545.74945,335.15845
20250908_Particle21,Standard SiNP,89.9,89.9,85.0,84.5,84.5,131.3,131.3,128.1,128.1,128.1,162.4,162.4,154.2,153.1,153.1,89698.0,89488.0,84812.0,84735.0,84716.0,131290.0,131083.0,127957.0,127885.0,127841.0,162273.0,162006.0,153526.0,153337.0,153253.0,2.68e-07,1.59e-07,1.43e-07,1.393e-07,1.301e-07,1.93e-07,2.06e-07,1.55e-07,1.429e-07,1.35e-07,1.83e-07,1.81e-07,1.43e-07,1.374e-07,1.308e-07,1800,1800,1800,1800,1800,1.45e-16,3e-17,2.22e-17,2.04e-17,1.66e-17,5.4e-17,6.6e-17,2.81e-17,2.2e-17,1.86e-17,4.6e-17,4.4e-17,2.18e-17,1.96e-17,1.69e-17,452.0,950.0,3160.0,5420.0,8120.0,630.0,730.0,2920.0,5280.0,7830.0,660.0,840.0,3180.0,5500.0,8080.0,608000000.0,1017000000.0,1423000000.0,2309000000.0,3520000000.0,1917000000.0,2278000000.0,6690000000.0,11450000000.0,17210000000.0,6980000000.0,8940000000.0,12530000000.0,21080000000.0,30400000000.0,153000.0,63000.0,34700.0,32400.0,29500.0,140000.0,157000.0,88000.0,76000.0,70000.0,240000.0,240000.0,102000.0,95000.0,87000.0,0.6788357496261597,0.6767256259918213,0.3770600855350494,0.3757346868515014,0.3745843172073364,0.6612008810043335,0.6565689444541931,0.364418477,0.3620871007442474,0.3608982264995575,0.6991053819656372,0.7002478837966919,0.3947421014308929,0.3925496637821197,0.3907586634159088,4.724096e-09,1.1939431e-09,2.9073513e-10,4.2140802e-10,2.5041452e-10,5.08726e-09,4.368e-09,7.723952e-10,5.346286e-10,4.7806126e-10,5.602756e-09,4.90712e-09,1.1953398e-09,5.860001e-10,5.825703e-10,2.5039484e-13,2.5028975e-13,2.2676235e-13,2.2736572e-13,2.2805407e-13,18866.586,4770.2437,1282.1138,1853.4369,1098.049,20316.951,17451.773,3406.188,2351.4038,2096.2627,22375.686,19605.758,5271.333,2577.3457,2554.5273
20250908_Particle22,Standard SiNP,49.0,49.0,49.0,48.5,48.5,70.8,70.8,69.7,69.7,69.7,123.7,124.2,122.6,122.6,123.1,49086.0,49046.0,48796.0,48788.0,48767.0,71027.0,70806.0,69901.0,69777.0,69663.0,123886.0,123633.0,122949.0,122866.0,122846.0,1.09e-07,1.63e-07,1.9e-07,1.75e-07,1.753e-07,1.22e-07,1.37e-07,1.52e-07,1.331e-07,1.304e-07,1.63e-07,1.67e-07,2.27e-07,1.96e-07,1.84e-07,1800,1800,1800,1800,1800,9.7e-18,3.3e-17,5.2e-17,4.02e-17,4.06e-17,1.38e-17,1.9e-17,2.67e-17,1.78e-17,1.67e-17,3.2e-17,3.5e-17,8.9e-17,5.7e-17,4.71e-17,1110.0,930.0,2380.0,4320.0,6030.0,990.0,1100.0,2970.0,5670.0,8110.0,740.0,900.0,1990.0,3860.0,5740.0,1510000000.0,1060000000.0,2600000000.0,4530000000.0,6440000000.0,150300000.0,161700000.0,268500000.0,484000000.0,659000000.0,1618000000.0,2110000000.0,5430000000.0,10070000000.0,14800000000.0,40000.0,67000.0,83000.0,71000.0,72000.0,16000.0,19000.0,17100.0,13500.0,12800.0,92000.0,100000.0,171000.0,133000.0,121000.0,0.2963983118534088,0.2895107865333557,0.2574474215507507,0.2534998059272766,0.24823375,0.2839311957359314,0.2777244448661804,0.2447760701179504,0.2424446642398834,0.2365158200263977,0.3115991950035095,0.304342508,0.2694178819656372,0.266376257,0.2625317573547363,1.6147178e-08,1.0540032e-08,4.149001e-09,2.6674385e-09,2.0634614e-09,3.781257e-10,2.913562e-10,1.6833504e-10,7.8198746e-11,4.182301e-11,3.225195e-09,1.8058143e-09,2.614974e-09,1.6162975e-09,5.1863175e-10,2.1486763e-13,2.1241151e-13,2.2534672e-13,2.2794822e-13,2.2954005e-13,75149.42,49620.812,18411.633,11701.949,8989.549,1759.8076,1371.6592,747.00464,343.05487,182.20355,15010.148,8501.49,11604.225,7090.635,2259.439
20250908_Particle23,Standard SiNP,93.7,93.7,93.2,92.1,92.1,144.9,144.4,143.9,142.8,142.2,179.3,179.3,178.2,175.5,175.5,93738.0,93596.0,93186.0,92197.0,92198.0,144737.0,144496.0,144046.0,142426.0,142453.0,179384.0,179097.0,178422.0,175560.0,175561.0,1.77e-07,1.58e-07,2e-07,1.167e-07,1.208e-07,1.32e-07,1.69e-07,2.06e-07,1.112e-07,1.066e-07,1.27e-07,1.46e-07,2.03e-07,1.139e-07,1.172e-07,1800,1800,1800,1800,1800,4.2e-17,3e-17,6e-17,1.2e-17,1.33e-17,1.7e-17,3.6e-17,6.6e-17,1.04e-17,9.1e-18,1.5e-17,2.3e-17,6.3e-17,1.11e-17,1.21e-17,680.0,950.0,2270.0,6470.0,8750.0,920.0,900.0,2200.0,6790.0,9920.0,950.0,1030.0,2240.0,6630.0,9020.0,472000000.0,550000000.0,1551000000.0,5900000000.0,7790000000.0,256000000.0,283000000.0,697000000.0,2456000000.0,3600000000.0,2070000000.0,2420000000.0,6900000000.0,24060000000.0,33300000000.0,59000.0,46000.0,71000.0,36300.0,37800.0,24000.0,37000.0,50000.0,21300.0,20000.0,63000.0,81000.0,153000.0,70000.0,74000.0,0.1653148680925369,0.164803609,0.1635971069335937,0.1562205702066421,0.1565380245447158,0.1570321172475814,0.1563990861177444,0.1539132893085479,0.1470580548048019,0.1471198052167892,0.1729504764080047,0.1723637580871582,0.1709587424993515,0.1641189455986023,0.1645821332931518,1.6558493e-09,1.0122316e-09,4.923841e-10,4.545935e-10,3.2066436e-10,2.3430638e-10,1.8077942e-10,1.3103363e-10,6.4916884e-11,4.6265946e-11,7.013371e-10,9.703988e-10,1.2172303e-09,4.5949766e-10,3.4789205e-10,1.9943227e-13,1.9977848e-13,2.0128663e-13,2.1000398e-13,2.0988276e-13,8302.815,5066.77,2446.1836,2164.69,1527.8262,1174.867,904.89935,650.9803,309.12216,220.4371,3516.6682,4857.374,6047.2485,2188.0425,1657.5542
20250908_Particle24,Standard SiNP,40.9,40.9,39.8,39.8,39.2,76.8,76.3,74.7,74.7,74.7,122.6,122.1,119.3,119.3,119.3,41142.0,40860.0,39628.0,39613.0,39585.0,76568.0,76281.0,74431.0,74347.0,74278.0,122779.0,122150.0,119535.0,119733.0,119824.0,1.45e-07,1.67e-07,1.84e-07,2.01e-07,1.89e-07,1.36e-07,1.68e-07,1.98e-07,1.68e-07,1.78e-07,1.48e-07,1.92e-07,1.74e-07,1.62e-07,1.71e-07,1800,1800,1800,1800,1800,2.3e-17,3.5e-17,4.7e-17,6.1e-17,5.07e-17,1.9e-17,3.6e-17,5.8e-17,3.56e-17,4.27e-17,2.5e-17,5.3e-17,4e-17,3.2e-17,3.8e-17,830.0,910.0,2460.0,3760.0,5600.0,890.0,900.0,2290.0,4500.0,5930.0,820.0,790.0,2600.0,4660.0,6180.0,1300000000.0,846000000.0,1527000000.0,2238000000.0,3120000000.0,107100000.0,106800000.0,253800000.0,443000000.0,585000000.0,7770000000.0,7630000000.0,18800000000.0,44500000000.0,65500000000.0,66000.0,63000.0,60000.0,66000.0,58000.0,17000.0,23000.0,28000.0,20600.0,22500.0,170000.0,250000.0,187000.0,193000.0,220000.0,0.1968997567892074,0.1918977200984954,0.1479520797729492,0.1449742317199707,0.1431961953639984,0.1793116331100464,0.1752201169729232,0.1335328519344329,0.1303213983774185,0.1291788518428802,0.2197019457817077,0.2141745388507843,0.1649526953697204,0.1617257893085479,0.1616331487894058,2.8116705e-08,9.583806e-09,5.450751e-09,1.4115098e-09,9.624863e-10,5.1444543e-10,3.403372e-10,2.8870376e-10,2.1121795e-10,5.631467e-11,7.648431e-09,1.10330935e-08,3.8959875e-09,3.0398066e-09,2.705582e-09,2.2790193e-13,2.2639909e-13,2.1831851e-13,2.2194749e-13,2.243418e-13,123371.95,42331.47,24966.967,6359.6567,4290.2676,2257.3105,1503.2622,1322.3971,951.6573,251.02176,33560.188,48732.94,17845.43,13696.0625,12060.089
20250908_Particle26,Standard SiNP,56.7,56.7,56.7,56.1,93.2,93.2,93.2,92.6,92.6,150.4,186.9,186.9,186.4,186.4,184.7,56646.0,56700.0,56956.0,57230.0,93393.0,92909.0,92995.0,92454.0,92363.0,150290.0,186540.0,186480.0,185671.0,185724.0,184833.0,7.66e-09,7.88e-09,1.347e-08,1.54e-08,6.69e-08,4.35e-08,5.66e-08,9.15e-08,8.7e-08,2.67e-08,7.9e-09,1.01e-08,5.12e-08,7.05e-08,6.55e-08,1800,1800,1800,1800,1800,3.39e-21,3.69e-21,1.84e-20,2.77e-20,2.26e-18,6.2e-19,1.37e-18,5.8e-18,4.97e-18,1.44e-19,3.7e-21,7.8e-21,1.01e-18,2.64e-18,2.12e-18,15780.0,19170.0,33700.0,48900.0,15800.0,2780.0,2670.0,4950.0,8680.0,39500.0,15300.0,14900.0,8840.0,10720.0,16130.0,45800000.0,37400000.0,47900000.0,81000000.0,5130000000.0,925000000.0,834000000.0,1188000000.0,2057000000.0,526000000.0,7900000000.0,7700000000.0,2590000000.0,3150000000.0,7770000000.0,34.4,29.5,56.0,74.0,9400.0,5000.0,7200.0,12900.0,11900.0,480.0,480.0,700.0,6000.0,9700.0,11100.0,0.063539766,0.063593335,0.063511312,0.063090079,0.064200446,0.055809289,0.057445884,0.056982696,0.057167977,0.058156133,0.06976679,0.069705039,0.069195539,0.068979383,0.070044696,1.6708917e-12,8.311179e-13,4.666662e-13,2.5586326e-13,3.930712e-11,1.9438481e-10,2.556899e-10,1.555895e-10,6.377702e-11,5.722914e-13,2.0457377e-11,2.0804131e-11,2.506904e-11,1.4178334e-11,3.1492774e-11,2.112563e-13,2.1099187e-13,2.1113807e-13,2.1134587e-13,2.1003609e-13,7.9093103,3.939099,2.2102418,1.2106376,187.1446,920.1373,1211.8473,736.90875,301.76608,2.7247288,96.83676,98.60158,118.732925,67.08593,149.93982
20250908_Particle27,Standard SiNP,82.3,82.3,82.3,82.3,82.3,123.7,123.1,123.7,123.7,123.1,146.0,146.0,145.5,145.5,145.5,82458.0,82488.0,82546.0,82375.0,82373.0,123368.0,123419.0,123590.0,123521.0,123497.0,146045.0,145973.0,145834.0,145711.0,145636.0,1.86e-07,1.86e-07,1.59e-07,1.59e-07,1.574e-07,1.53e-07,2.14e-07,1.89e-07,1.76e-07,1.67e-07,1.8e-07,2.44e-07,1.81e-07,1.77e-07,1.66e-07,1800,1800,1800,1800,1800,4.8e-17,4.8e-17,3.03e-17,3.06e-17,2.94e-17,2.7e-17,7.4e-17,5.1e-17,4.14e-17,3.51e-17,4.4e-17,1.1e-16,4.5e-17,4.18e-17,3.42e-17,650.0,810.0,2850.0,4740.0,6720.0,790.0,710.0,2400.0,4280.0,6330.0,670.0,620.0,2500.0,4270.0,6390.0,79200000.0,88200000.0,355000000.0,620000000.0,931000000.0,1215000000.0,1432000000.0,4880000000.0,8280000000.0,12270000000.0,2643000000.0,2969000000.0,9450000000.0,15620000000.0,21990000000.0,27000.0,25000.0,21300.0,22000.0,22200.0,71000.0,134000.0,112000.0,98000.0,91000.0,144000.0,250000.0,143000.0,136000.0,119000.0,0.4638730883598327,0.4621037542819977,0.4554816484451294,0.4526717960834503,0.4504837989807129,0.4480709135532379,0.4470364451408386,0.4401194453239441,0.4371704757213592,0.434561163,0.4771747887134552,0.4742875695228576,0.4661816954612732,0.463263601,0.4609785079956054,6.116534e-10,3.3275974e-10,1.5449095e-10,1.1093414e-10,9.171991e-11,1.642126e-09,3.223477e-09,1.3035975e-09,8.875082e-10,5.3326066e-10,2.9695735e-09,6.084294e-09,1.974761e-09,8.670323e-10,6.750376e-10,2.4392595e-13,2.437991e-13,2.4219426e-13,2.409306e-13,2.400464e-13,2507.5374,1364.8932,637.8803,460.44022,382.0924,6732.068,13221.858,5382.446,3683.6675,2221.49,12174.078,24956.18,8153.6245,3598.6807,2812.113
20250908_Particle28,Standard SiNP,92.1,92.6,92.1,92.1,89.4,138.4,138.4,137.9,137.9,134.6,172.2,172.2,171.6,171.6,166.2,92026.0,92209.0,92187.0,92083.0,89422.0,136890.0,138184.0,137972.0,137926.0,134934.0,171850.0,172194.0,171858.0,171734.0,166251.0,6.7e-08,9.2e-08,1.87e-07,1.72e-07,1.023e-07,2.29e-08,1.52e-07,2.01e-07,1.87e-07,9.51e-08,3.8e-08,1.75e-07,2.04e-07,2.07e-07,1.029e-07,1800,1800,1800,1800,1800,2.3e-18,5.9e-18,4.9e-17,3.86e-17,8.1e-18,9e-20,2.6e-17,6.1e-17,5e-17,6.5e-18,4.2e-19,4.1e-17,6.4e-17,6.7e-17,8.2e-18,1800.0,1640.0,2430.0,4380.0,10340.0,5300.0,1000.0,2250.0,4030.0,11120.0,3160.0,860.0,2230.0,3650.0,10270.0,469000000.0,216000000.0,379000000.0,671000000.0,7190000000.0,11800000000.0,639000000.0,1805000000.0,3152000000.0,8530000000.0,9100000000.0,5830000000.0,18610000000.0,33980000000.0,71000000000.0,8500.0,9700.0,30400.0,26700.0,26000.0,4900.0,45000.0,77000.0,68000.0,24500.0,12000.0,180000.0,254000.0,274000.0,83000.0,0.3084493577480316,0.3085373640060425,0.3069298863410949,0.3063764572143554,0.2474365979433059,0.2641837894916534,0.287266195,0.2936119139194488,0.2943684458732605,0.2345240861177444,0.3187014758586883,0.3183463513851166,0.3161539137363434,0.3158760070800781,0.2588725388050079,2.8536248e-10,7.115249e-11,1.6605906e-10,1.9245042e-10,2.2293402e-10,2.736293e-10,5.2800236e-10,3.8962444e-10,2.2530906e-10,5.6729954e-11,2.834875e-10,4.7512736e-09,4.1318877e-09,2.598796e-09,6.528309e-10,2.2242508e-13,2.2260312e-13,2.2177705e-13,2.2159894e-13,2.291815e-13,1282.96,319.6383,748.76575,868.4627,972.74005,1230.2089,2371.945,1756.8293,1016.7425,247.53287,1274.5304,21344.146,18630.816,11727.475,2848.5322
20250908_Particle3,Standard SiNP,81.7,81.7,79.6,79.6,79.6,122.1,122.1,119.9,119.9,119.9,144.4,143.9,140.0,140.0,140.0,81560.0,81530.0,79569.0,79447.0,79383.0,122034.0,121863.0,120010.0,119942.0,119837.0,144215.0,144032.0,140239.0,139999.0,139862.0,1.03e-08,7.9e-09,1.66e-07,1.44e-07,1.465e-07,1.43e-07,2e-07,1.81e-07,1.78e-07,1.61e-07,1.61e-07,1.89e-07,1.76e-07,1.77e-07,1.59e-07,1800,1800,1800,1800,1800,8.1e-21,3.7e-21,3.45e-17,2.25e-17,2.37e-17,2.2e-17,6.1e-17,4.5e-17,4.25e-17,3.14e-17,3.1e-17,5.1e-17,4.1e-17,4.2e-17,3.04e-17,11800.0,19100.0,2730.0,5240.0,7220.0,850.0,750.0,2500.0,4240.0,6570.0,750.0,800.0,2570.0,4260.0,6650.0,110000000.0,184000000.0,313000000.0,592000000.0,794000000.0,1436000000.0,1700000000.0,4490000000.0,8060000000.0,12120000000.0,2530000000.0,3270000000.0,4550000000.0,7310000000.0,10690000000.0,95.0,66.0,21800.0,17500.0,17700.0,67000.0,128000.0,99000.0,99000.0,84000.0,113000.0,158000.0,94000.0,93000.0,77000.0,0.5393080711364746,0.5358309745788574,0.4271372854709625,0.4236454963684082,0.4211767017841339,0.521641195,0.5189546942710876,0.415323257,0.4119573831558227,0.4056425392627716,0.5529220700263977,0.550173819,0.4382049441337585,0.4339590072631836,0.4319981634616852,1.8418326e-11,2.9174302e-11,1.9796494e-10,7.186358e-11,8.349905e-11,1.9988362e-09,3.7797774e-09,1.22164e-09,9.701854e-10,6.847105e-10,2.5291829e-09,3.6920171e-09,8.911108e-10,4.5764206e-10,2.043768e-10,2.3461287e-13,2.3589087e-13,2.1841512e-13,2.2211455e-13,2.2651233e-13,78.50518,123.67712,906.3701,323.54288,368.62915,8519.721,16023.415,5593.2026,4367.9507,3022.8398,10780.239,15651.378,4079.8953,2060.3877,902.2767
20250908_Particle30,Standard SiNP,89.9,89.9,87.7,87.7,87.7,130.8,130.8,129.7,129.7,130.2,162.9,162.9,159.1,159.1,159.1,89727.0,89656.0,87673.0,87572.0,87754.0,130969.0,131014.0,130130.0,130084.0,130248.0,163094.0,163112.0,159234.0,159091.0,159202.0,1.9e-07,1.65e-07,1.39e-07,1.314e-07,1.257e-07,1.74e-07,2.47e-07,1.51e-07,1.38e-07,1.327e-07,1.5e-07,1.92e-07,1.56e-07,1.466e-07,1.359e-07,1800,1800,1800,1800,1800,5.2e-17,3.4e-17,2.04e-17,1.71e-17,1.5e-17,4e-17,1.13e-16,2.58e-17,1.98e-17,1.76e-17,2.6e-17,5.3e-17,2.87e-17,2.38e-17,1.89e-17,640.0,920.0,3250.0,5750.0,8410.0,700.0,613.0,3010.0,5470.0,7970.0,800.0,790.0,2900.0,5150.0,7780.0,203100000.0,275000000.0,519000000.0,918000000.0,1472000000.0,898000000.0,1158000000.0,4720000000.0,8540000000.0,12540000000.0,8080000000.0,10610000000.0,31490000000.0,54300000000.0,80500000000.0,45000.0,35000.0,19800.0,18200.0,17800.0,79000.0,161000.0,70000.0,61000.0,58000.0,180000.0,290000.0,194000.0,174000.0,154000.0,0.5149160027503967,0.5145946741104126,0.3942881524562835,0.3948343992233276,0.3959765136241913,0.500504196,0.4998094439506531,0.3814021944999695,0.3813867568969726,0.3823903203010559,0.5276472568511963,0.5270142555236816,0.4070321321487427,0.4075570702552795,0.4082518815994262,1.3565253e-09,6.3440336e-10,1.2221414e-10,8.905477e-11,7.919492e-11,1.925583e-09,3.0868854e-09,4.838909e-10,3.7274706e-10,3.4258058e-10,5.3881077e-09,1.4487927e-08,2.745091e-09,1.5277068e-09,1.0845812e-09,2.375275e-13,2.3719953e-13,2.387801e-13,2.3962074e-13,2.4116278e-13,5711.0244,2674.5557,511.82715,371.64883,328.38785,8106.7793,13013.877,2026.5127,1555.5709,1420.5367,22684.143,61079.074,11496.313,6375.52,4497.2993
20250908_Particle31,Standard SiNP,86.6,86.6,82.3,82.8,82.8,125.9,125.9,123.7,123.7,124.2,153.7,153.1,146.0,146.0,146.0,86519.0,86585.0,82398.0,82479.0,82463.0,126034.0,125901.0,123898.0,123956.0,123982.0,153512.0,153346.0,146029.0,145973.0,145879.0,1.63e-07,1.63e-07,1.65e-07,1.59e-07,1.558e-07,1.9e-07,1.86e-07,1.7e-07,1.59e-07,1.511e-07,2.32e-07,1.89e-07,1.69e-07,1.68e-07,1.532e-07,1800,1800,1800,1800,1800,3.3e-17,3.2e-17,3.38e-17,3.05e-17,2.85e-17,5.1e-17,4.8e-17,3.71e-17,3.05e-17,2.6e-17,9.4e-17,5.1e-17,3.61e-17,3.59e-17,2.71e-17,740.0,930.0,2750.0,4740.0,6790.0,640.0,810.0,2660.0,4740.0,7000.0,520.0,800.0,2690.0,4490.0,6900.0,1308000000.0,1521000000.0,432000000.0,692000000.0,1026000000.0,1826000000.0,2081000000.0,4700000000.0,8230000000.0,11090000000.0,8110000000.0,10290000000.0,8990000000.0,14190000000.0,20120000000.0,83000.0,80000.0,25300.0,23200.0,22800.0,133000.0,122000.0,89000.0,80000.0,71000.0,420000.0,280000.0,121000.0,117000.0,98000.0,0.7680420875549316,0.7658244967460632,0.4338335990905761,0.4296939074993133,0.4278101027011871,0.7347248196601868,0.7356048822402954,0.4189052581787109,0.416898102,0.4151225388050079,0.7950941324234009,0.7928245067596436,0.4602682888507843,0.4544166326522827,0.4466967582702636,5.2955045e-09,2.8496694e-09,2.3907928e-10,1.2405722e-10,4.516814e-11,4.5506585e-09,3.1417091e-09,9.249531e-10,7.5774464e-10,5.001929e-10,2.4040553e-08,8.98241e-09,1.7289989e-09,7.916409e-10,5.1233134e-10,2.5688967e-13,2.5577825e-13,2.2222727e-13,2.1927427e-13,2.1893351e-13,20613.926,11141.172,1075.8324,565.7628,206.30984,17714.447,12282.94,4162.1943,3455.6934,2284.6794,93583.18,35117.96,7780.319,3610.2773,2340.123
